Title,Equation,Description,Source
1. Statistical Arbitrage Pricing Theory (Ross Approximate),\lim_{n \to \infty} \frac{1}{n} \sum_{i=1}^n \left( R_i - r_f - \sum_{j=1}^k \beta_{ij} F_j \right)^2 = 0,"Variables: - n: Number of assets - \frac{1}{n} \sum_{i=1}^n: Average across all assets - (\cdot)^2: Squared deviation - Limit: As n approaches infinity, average squared error goes to zero",eq3/minimax-primer/comprehensive-formulas.md
3. APT with Idiosyncratic Risk Premium,"\mathbb{E}[R_i] = r_f + \sum_{j=1}^k \beta_{ij} \lambda_j + \theta_i \sigma_{\epsilon,i}","Variables: - \theta_i: Price of idiosyncratic risk for asset i - \sigma_{\epsilon,i}: Idiosyncratic volatility of asset i - \theta_i \sigma_{\epsilon,i}: Idiosyncratic risk premium",eq3/minimax-primer/comprehensive-formulas.md
Large Portfolio Approximation,E[Loss] = LGD int_{-infty}^infty Phi( [Phi^{-1}(PD) - sqrt(rho) z]/sqrt(1-rho) ) phi(z) dz,Expected loss for large homogeneous portfolio. Integral over systematic factor. Vasicek formula. Provides asymptotic tranche pricing.,eq3/minimax-primer/formulas.csv
Swap Rate Formula,"R_{swap} = \frac{1 - P(0,T)}{\sum_{i=1}^n \underbrace{\tau_i P(0,T_i)}_{\text{PVBP}}}",The Par Swap Rate is the fixed rate K that makes the initial value of the swap zero. It equates the value of the fixed leg (PV of coupons) to the value of the floating leg (which equals Par - PV of Principal). This rate represents the market's aggregate expectation of future LIBOR rates.,eq3/jules-primer/primer.csv
Marginal Risk Contribution,\text{MCTR}_i = \frac{\partial \sigma_p}{\partial w_i} = \frac{(\Sigma w)_i}{\sigma_p},Measures how much total portfolio risk changes from a small increase in position i.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
Untitled Equation,P = \sum_i \mathbb{E}^{\mathbb{Q}} \left[ \frac{CF_i(path)}{e^{\int_0^{t_i} (r_s + OAS) ds}} \right],,eq3/gemini-primer/gemini_primer.md
Untitled Equation,\frac{d\mathbb{Q}}{d\mathbb{P}} = \frac{e^{\theta X_t}}{\mathbb{E}[e^{\theta X_t}]},,eq3/gemini-primer/gemini_primer.md
Untitled Equation,Var[(1/N) Σ_{k=1}^N f(X̃^(1)(k))] = (1/N)(Var[f(X)] - 𝔼[∂f(X)]Σ𝔼[∂f(X)]^T) + O(N^{-3/2}),,eq3/monte_carlo_variance_reduction_II.txt
Untitled Equation,"where:
z = ν/σ0 * (F*K)^((1-β)/2) * ln(F/K)
x(z) = ln( (√(1-2ρz+z²) + z - ρ) / (1-ρ) )
F_mid = √(F*K)",,eq3/interest_rate_derivatives_caps_floors_pricing_primer.txt
Untitled Equation,"The basket volatility σ_B is approximated by
σ_B^2 = Σ_{i=1}^n Σ_{j=1}^n w_i w_j ρ_{ij} σ_i σ_j",,eq3/exotic-options-basket-rainbow.txt
Untitled Equation,G = \frac{1}{2N^2 \bar{\text{RC}}} \sum_{i=1}^N \sum_{j=1}^N |\text{RC}_i - \text{RC}_j|,,eq3/portfolio_risk_measures_phd.txt
Untitled Equation,d_2 = d_1 - \sigma \sqrt{T-t} = \frac{\ln(S_t/K) + (r - \sigma^2/2)(T-t)}{\sigma \sqrt{T-t}},,eq3/minimax-primer/comprehensive-formulas.md
Milstein Scheme,S_{t+Deltat} = S_t + (r - q) S_t Deltat + sigma S_t sqrt(Deltat) Z + 1/2 sigma^2 S_t (Z^2 - 1) Deltat,First-order strong scheme for diffusion. Adds correction term for non-constant diffusion. Required for exact simulation of CEV and local vol models.,eq3/minimax-primer/formulas.csv
Geometric Series,\sum_{k=0}^\infty r^k = \underbrace{\frac{1}{1-r}}_{\text{Sum}} \quad \text{for } |r| < 1,"The geometric series is the mathematical foundation for discounting cash flows. It underpins the formulas for perpetuities, annuities, and the dividend discount model. In risk management, the approximation $1/(1-r) \approx 1+r$ is often used for small rates, but the exact series is required for summing infinite streams of coupons or dividends.",eq3/jules-primer/primer.csv
PVBP (DV01),\text{PVBP} = \underbrace{|\Delta P|}_{\text{Price Chg}} \text{ for } \Delta y = 1\text{bp},"Price Value of a Basis Point (also DV01 - Dollar Value of an 01) measures the absolute change in the price of a bond (or portfolio) for a 1 basis point (0.01%) change in yield. It is a dollar-denominated risk metric, widely used by traders for hedging.",eq3/jules-primer/primer.csv
Schwartz Model (One Factor),d(\ln S_t) = \underbrace{\kappa(\alpha - \ln S_t)}_{\text{Mean Reversion}} dt + \sigma dW_t,"Unlike stocks, commodities exhibit mean reversion because high prices induce supply (mining/planting) and reduce demand, pushing prices back down. The Schwartz model captures this by using an Ornstein-Uhlenbeck process for the log-price. 'alpha' is the long-run equilibrium price level.",eq3/jules-primer/primer.csv
Year-on-Year Inflation Swap,\text{Payoff} = N \left( \underbrace{\frac{I_T}{I_{T-1}} - 1}_{\text{Realized Inflation}} - K \right),"A YoY swap exchanges a fixed rate K for the realized annual inflation rate. Unlike Zero-Coupon Inflation Swaps (which depend on I_T/I_0), YoY swaps depend on the path I_T/I_{T-1}. Pricing requires a convexity adjustment if using the standard Zero-Coupon inflation curve, because the forward inflation rate and the discount factor are correlated.",eq3/jules-primer/primer.csv
Reflection Principle,P(\sup_{0\leq t\leq T} W_t^mu \geq B) = 2P(W_T^mu \geq B) = 2N\left(-\frac{B-mu T}{sigma sqrt{T}}\right),The probability of hitting a barrier equals twice the probability of ending above the barrier showing the symmetry of Brownian motion.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
Unknown,V_t = \mathbb{E}^\mathbb{Q}\left[ e^{-\int_t^T r ds} \cdot \text{Payoff} \bigg| \mathcal{F}_t \right],This fundamental equation states that the price of any derivative at time t is the discounted expected value of its future payoff under the risk-neutral measure.,eq3/iflow-model-primer/derivatives-primer.csv
CHARACTERISTIC FUNCTION FOR CLIQUET OPTIONS,"\phi_{cliquet}(u) = E^Q[exp(iu \sum_{j=1}^{n} max(min(ln(S_{t_j}/S_{t_{j-1}}), c), f))]","The characteristic function represents the Fourier transform of the accumulated return distribution under the risk-neutral measure Q. This formulation is essential for pricing cliquet options via Fourier inversion methods, particularly when the underlying follows a Levy process or stochastic volatility model. The nested max-min structure reflects the local cap and floor constraints applied to each period's logarithmic return. The characteristic function approach enables efficient computation of option prices across multiple strikes without repeated Monte Carlo simulation. The independence of increments in Brownian motion or certain Levy processes allows decomposition of the characteristic function into products of individual period contributions, though the cap/floor constraints introduce path dependence that complicates this factorization.",eq3/exotic-options-cliquet-ratchet-primer.txt
Untitled Equation,\sigma_p^2 = \sum_{i=1}^N w_i^2 \sigma_i^2 + \sum_{i=1}^N \sum_{j \neq i} w_i w_j \sigma_{ij},,eq3/portfolio_risk_measures_phd.txt
Untitled Equation,"where dProtection_t^{(A,D)} = N_0 dL_t^{(A,D)} is the tranche-specific protection payment.",,eq3/cdo-tranching-valuation-primer.md
2. Modified Duration,D_{\text{Mod}} = -\frac{1}{P} \frac{\partial P}{\partial y} = \frac{D_{\text{Mac}}}{1+y},"**Variables:** - y: Yield to maturity (per period) - P: Bond price - \partial P/\partial y: First derivative of price with respect to yield | **Explanation:** Modified duration measures the percentage change in bond price for a 1% (100 basis point) change in yield. It is the first derivative of price with respect to yield, normalized by price.",eq3/minimax-primer/comprehensive-formulas.md; eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas_part.md
Untitled Equation,\mathbb{Q}(\tau_i \le t | Z) = \Phi\left( \frac{\Phi^{-1}(PD_i) - \sqrt{\rho} Z}{\sqrt{1 - \rho}} \right),,eq3/minimax-primer/comprehensive-formulas.md
2. Conditional APT (Given Information Set),"\mathbb{E}[R_{i,t+1} | \mathcal{F}_t] = r_{f,t} + \sum_{j=1}^k \beta_{ij,t} \lambda_{j,t}","Variables: - \mathbb{E}[R_{i,t+1} | \mathcal{F}_t]: Conditional expectation given information at time t - \mathcal{F}_t: Filtration (information available at time t) - \beta_{ij,t}, \lambda_{j,t}: Time-varying betas and factor prices",eq3/minimax-primer/comprehensive-formulas.md
LMM Drift (Terminal Measure),mu_j(t) = - sum_{k=j+1}^{n} [delta sigma_j(t) sigma_k(t) rho_{jk} F_k(t)]/[1 + delta F_k(t)],Drift term in LMM under T_N-forward measure. Ensures martingale property of discount factors. Complex multi-dimensional simulation.,eq3/minimax-primer/formulas.csv
CSA Discounting (OIS),V(t) = E^Q [ \exp(-\int_t^T \underbrace{c(u)}_{\text{Collateral Rate}} du) \text{Payoff} ],"Post-2008, the market realized that the risk-free rate is defined by the collateral agreement (CSA). If I post cash collateral earning the Fed Funds rate, the trade is effectively discounted at Fed Funds (OIS). LIBOR is no longer the risk-free proxy; it contains bank credit risk. This shift to 'Dual Curve' pricing (OIS for discounting, LIBOR for forwarding) fundamentally changed fixed income analytics.",eq3/jules-primer/primer.csv
Cheapest-to-Deliver (Bond Futures),\text{Basis} = P_{bond} - (P_{future} \times \underbrace{CF}_{\text{Conversion Factor}}),"Bond futures contracts allow the seller to deliver any of a basket of eligible bonds. Naturally, they will deliver the one that costs them the least. This 'Cheapest-to-Deliver' (CTD) bond drives the futures price. The Basis is the cost to carry the position. The option to switch the CTD bond is a valuable 'Delivery Option' embedded in the contract.",eq3/jules-primer/primer.csv
Christoffersen Test,LR_{ind} = -2\ln((1-\pi)^{n_{00}+n_{10}} \pi^{n_{01}+n_{11}} / \prod \pi_{ij}^{n_{ij}}),VaR independence test.,eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Untitled Equation,"d_1 = \frac{(r-q+\sigma^2/2)\tau}{\sigma\sqrt{\tau}}, \quad d_2 = d_1 - \sigma\sqrt{\tau}",,eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas_part2.md
1. Vanilla Interest Rate Swap Valuation,"V_{\text{swap}} = \sum_{i=1}^n \delta_i \left( R_{\text{fixed}} - R_{\text{floating}} \right) P(0, T_i)",,eq3/minimax-primer/comprehensive-formulas.md
HJM Drift Condition,"\mu(t,T) = \sigma(t,T) \underbrace{\int_t^T \sigma(t,u) du}_{\text{Volatility Integral}}","The Heath-Jarrow-Morton (HJM) framework models the evolution of the entire forward rate curve f(t,T) rather than just the short rate. The drift condition is a profound no-arbitrage result: it shows that the drift of the forward rates under the risk-neutral measure is fully determined by the volatility structure \sigma(t,T). You cannot freely choose both drift and volatility; choosing vol dictates the drift to prevent arbitrage.",eq3/jules-primer/primer.csv
HAR-RV,RV_{t+1}^{(d)} = c + \beta^{(d)} RV_t^{(d)} + \beta^{(w)} RV_t^{(w)} + \beta^{(m)} RV_t^{(m)},Heterogeneous autoregressive realized variance.,eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Speed,\frac{\partial \Gamma}{\partial S} = -\frac{\Gamma}{S} \left( 1 + \frac{d_1}{\sigma \sqrt{T-t}} \right),Variables: ; Explanation: * Speed measures sensitivity of gamma to underlying price (third derivative). It captures the asymmetry of gamma across spot levels. | **Explanation:** Speed measures sensitivity of gamma to underlying price (third derivative). It captures the asymmetry of gamma across spot levels. | See markdown for detailed variables and explanation,eq3/iflow-primer/formulas_v2.csv; eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas_clean.csv; eq3/iflow-primer/formulas_part2.md
Variables:,"- \(H\): Barrier level (\(H < S_t\)) - \(C_{\text{BS}}(S, K, \dots)\): Black-Scholes call price",Variables: ; Explanation: * Barrier options are knocked in or out when the underlying crosses a barrier. Pricing uses reflection principle and image solutions. Discrete monitoring requires correction factors (Broadie-Glasserman-Kou).,eq3/iflow-primer/formulas_v2.csv; eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas_part2.md
**Parisian Options**,\text{Price via PDE with cumulative time variable } A_t = \int_0^t \mathbf{1}_{\{S_u \le H\}} du,,eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas_part2.md
Debit Value Adjustment (DVA),"DVA = -LGD_own × Σ_{i=1}^{n} NEE(t_i) × PD_own(t_{i-1}, t_i) × (1 - PD_counterparty(0, t_{i-1}))","Where LGD_own represents the calculating party's own loss given default, NEE(t_i) denotes negative expected exposure (the counterparty's exposure to the calculating entity) at time t_i, PD_own(t_{i-1}, t_i) is the marginal probability of the calculating party's default, and PD_counterparty(0, t_{i-1}) represents the counterparty's survival probability.",eq3/credit_derivatives_xva_primer.txt
4. Theta (Time Decay),\Theta_{\text{call}} = -\frac{S_t \phi(d_1) \sigma}{2\sqrt{T-t}} - r K e^{-r(T-t)} \Phi(d_2),,eq3/minimax-primer/comprehensive-formulas.md
TIPS Pricing,P_TIPS = 1/2 sum_{i=1}^{2n} (C/2 * IndexRatio_ti)/(1+y/2)^ti + (100 * IndexRatio_T)/(1+y/2)^T,Inflation-adjusted principal and coupons. Semi-annual index ratio adjustment. Real yield from TIPS spread.,eq3/minimax-primer/formulas.csv
Markowitz Mean-Variance,\min \underbrace{w^T \Sigma w}_{\text{Portfolio Variance}} \quad \text{s.t.} \quad w^T \mu = R,"The foundation of Modern Portfolio Theory. It assumes investors care only about expected return and variance. By minimizing variance for a given return, one derives the 'Efficient Frontier'. The solution w involves the inverse of the covariance matrix \Sigma^{-1}, which makes the model unstable (sensitive to estimation errors) in practice.",eq3/jules-primer/primer.csv
Black-Litterman,E[R] = [(\tau \Sigma)^{-1} + P^T \Omega^{-1} P]^{-1} [(\tau \Sigma)^{-1} \Pi + P^T \Omega^{-1} Q],"Addresses the instability of Markowitz optimization. It starts with the 'Equilibrium' returns \Pi (implied by market cap weights) as a prior, and updates them with the investor's subjective 'Views' Q (with uncertainty \Omega) using Bayesian methodology. The result is a set of stable expected returns that produces intuitive portfolios deviations from the benchmark. | Combining equilibrium returns with investor views.",eq3/jules-primer/primer.csv; eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Untitled Equation,"B(u,\tau) = \frac{\kappa - \rho\sigma ui - d}{\sigma^2}\left(\frac{1 - e^{-d\tau}}{1 - ge^{-d\tau}}\right)",,eq3/heston-characteristic.txt; eq3/equity-derivatives-stochastic-volatility-primer.txt
Untitled Equation,"The general rainbow option payoff on n assets with weights α_i is
max(Σ_{i=1}^n α_i S_T^{(i)} - K, 0)",,eq3/exotic-options-basket-rainbow.txt
Untitled Equation,\text{RC}_i = \frac{w_i \frac{\partial \rho(\mathbf{w})}{\partial w_i}}{\rho(\mathbf{w})},,eq3/portfolio_risk_measures_phd.txt
Untitled Equation,"d_{1,2} = \frac{\ln(F/K) \pm \frac{1}{2} \sigma^2 (T_{i-1} - T_i)}{\sigma \sqrt{T_{i-1} - T_i}}",,eq3/minimax-primer/comprehensive-formulas.md
Schwartz-Smith (Two Factor),\ln S_t = \underbrace{\chi_t}_{\text{Short-Term}} + \underbrace{\xi_t}_{\text{Long-Term}},"This model decomposes the spot price into two stochastic factors: a short-term mean-reverting deviation \chi_t (driven by temporary supply shocks, weather) and a long-term equilibrium price \xi_t (driven by inflation, technological costs, following a Random Walk). This better fits the term structure of futures volatility (high short-term vol, low long-term vol).",eq3/jules-primer/primer.csv
