Title,Equation,Main_Category,Notes
Fourier Transform Pricing,"Heston Characteristic Function
\phi_{Heston}(u, t) = \exp\left\{i u \ln(S_t) + \frac{\kappa \theta}{\xi^2}\left[(\kappa - \rho \xi i u - d)t - 2 \ln\left(\frac{1 - g e^{-dt}}{1 - g}\right)\right] + \frac{v_t ( \kappa - \rho \xi i u - d)(1 - e^{-dt})}{\xi^2 (1 - g e^{-dt})}\right\}
where d = \sqrt{(\rho \xi i u - \kappa)^2 + \xi^2(i u + u^2)}, g = \frac{\kappa - \rho \xi i u - d}{\kappa - \rho \xi i u + d}, and v_t is current variance. This characteristic function, derived from affine structure of the Heston model, enables pricing via fast Fourier transform methods (Carr-Madan, Lewis). The existence of a closed-form characteristic function makes Heston computationally efficient compared to general stochastic volatility models.",Option Pricing,Fundamental option pricing relationship
Option Greek,H_{eff} = H \exp\left( \pm \beta \sigma \sqrt{\Delta t} \right),Option Pricing,Broadie-Glasserman correction for discrete monitoring bias.
Dispersion Trading,V_disp = Index Option - sum_{i=1}^n w_i Stock Option_i,Option Pricing,Short correlation trade. Index variance less than sum of individual variances. Correlation risk premium. Volatility swap dispersion.
Partial Differential Equation,\sigma_{LV}^2(K T) = \frac{\partial C/\partial T + (r-q)K \partial C/\partial K + qC}{0.5 K^2 \partial^2 C/\partial K^2},Option Pricing,Unique local vol surface derived from vanilla option prices.
Option Greek,\ln \sigma_t^2 = \omega + \alpha (|\epsilon_{t-1}|/\sigma_{t-1}) + \gamma \epsilon_{t-1}/\sigma_{t-1} + \beta \ln \sigma_{t-1}^2,Option Pricing,Exponential GARCH with leverage.
Option Greek,E[r_i] = r_f + \beta_i \lambda_{MKT} + \gamma ESG_i,Option Pricing,ESG-adjusted expected return.
Early Exercise Boundary:,"S*(t) = inf{S : G(S) ≥ e^{-rΔt}E[V(S_{t+Δt},t+Δt)|S_t = S]}",Option Pricing,"The early exercise boundary S*(t) represents the critical asset price below (for puts) or above (for calls) which immediate exercise becomes optimal. This free boundary is determined endogenously as part of the solution and satisfies the smooth pasting condition: ∂V/∂S|_{S=S*(t)} = ∂G/∂S|_{S=S*(t)} ensuring continuity of the delta at the boundary. Near expiration, the boundary exhibits singular behavior with asymptotic expansion S*(t) ~ K(1 - σ√(-2t ln(t))) for put options, where K is the strike price. The boundary is monotonic in time (decreasing for puts, increasing for calls) and satisfies the integral equation representation derived from the early exercise premium decomposition. Numerical approximation requires careful treatment of the boundary's singular behavior near expiration, often employing specialized algorithms such as the method of lines or integral equation approaches. The boundary's location directly impacts option values through the early exercise premium, making its accurate determination crucial for American option pricing. In tree methods, the boundary is implicitly determined by comparing exercise and continuation values at each node, with the finest resolution occurring at the final time step before expiration."
Early Exercise Premium,C_{Am} = C_{Eu} + \int_t^T e^{-r(u-t)} q S^*(u) N(-d_1) du,Option Pricing,Carr-Jarrow-Myneni decomposition of American option.
Effective Duration,D_eff = -(P_+ - P_-) / (2P_0 × Δy),Option Pricing,"D_eff represents the effective duration of MBS, calculated using the price response to parallel yield curve shifts. P_+ is the price after a small upward yield shift Δy, P_- is the price after an equivalent downward shift, and P_0 is the original price. Unlike Macaulay or modified duration, effective duration accounts for the optionality of prepayments by revaluing along shifted rate paths. The Δ in denominator is 2Δy because it's an average of up and down moves. Effective duration is negative for MBS when prepayment speeds increase significantly on rate declines."
Option Greek,D_{eff} = \frac{P_- - P_+}{2 P_0 \Delta y},Option Pricing,Effective Duration is required for bonds with embedded options (like Mortgage-Backed Securities or Callable bonds) where cash flows are path-dependent on rates. It is calculated numerically by shifting the entire yield curve up and down and observing the price change from the valuation model.
Option Greek,D_Eff = - (1/P) [P(y+Delta y) - P(y-Delta y)]/(2 Delta y),Option Pricing,Used for bonds with embedded options where price-yield is non-linear. Computed via finite difference with parallel yield shift. Captures effective sensitivity.
Option Greek,"A(t,T) = \exp\left( \left(\theta - \frac{\sigma^2}{2\kappa^2}\right)(B(t,T) - (T-t)) - \frac{\sigma^2}{4\kappa} B(t,T)^2 \right)",Option Pricing,Automatically extracted equation
Option Greek,"A(t,T) = \left( \frac{2\gamma e^{(\kappa+\gamma)(T-t)/2}}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma} \right)^{2\kappa\theta/\sigma^2}",Option Pricing,Automatically extracted equation
"Equation: B(t,T)","B(t,T) = \frac{1 - e^{-\kappa(T-t)}}{\kappa}",Option Pricing,Automatically extracted equation
Option Greek,"B(t,T) = \frac{2(e^{\gamma(T-t)} - 1)}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma}",Option Pricing,Automatically extracted equation
Option Greek,"C(u,\tau) = (r-q) i u \tau + \frac{\kappa \theta}{\xi^2} \left( (\kappa - \rho \xi i u - d) \tau - 2 \ln \frac{1 - g e^{-d\tau}}{1 - g} \right)",Option Pricing,Automatically extracted equation
Option Greek,"D(u,\tau) = \frac{\kappa - \rho \xi i u - d}{\xi^2} \frac{1 - e^{-d\tau}}{1 - g e^{-d\tau}}",Option Pricing,Automatically extracted equation
"Equation: M_x(t,T)","M_x(t,T) = \frac{1 - e^{-\kappa_1(T-t)}}{\kappa_1}, \quad M_y(t,T) = \frac{1 - e^{-\kappa_2(T-t)}}{\kappa_2}",Option Pricing,Automatically extracted equation
"Equation: P(S_t, K, T, r, q, \sigma)","P(S_t, K, T, r, q, \sigma) = K e^{-r(T-t)} \Phi(-d_2) - S_t e^{-q(T-t)} \Phi(-d_1)",Option Pricing,Automatically extracted equation
Option Greek,"V(t,T) = \frac{\sigma_1^2}{\kappa_1^2} \left( (T-t) - 2M_x(t,T) + \frac{1 - e^{-2\kappa_1(T-t)}}{2\kappa_1} \right) + \frac{\sigma_2^2}{\kappa_2^2} \left( (T-t) - 2M_y(t,T) + \frac{1 - e^{-2\kappa_2(T-t)}}{2\kappa_2} \right) + 2\rho \frac{\sigma_1 \sigma_2}{\kappa_1 \kappa_2} \left( (T-t) - M_x(t,T) - M_y(t,T) + \frac{1 - e^{-(\kappa_1+\kappa_2)(T-t)}}{\kappa_1+\kappa_2} \right)",Option Pricing,Automatically extracted equation
Option Greek,x(z) = \ln\left( \frac{\sqrt{1-2\rho z + z^2} + z - \rho}{1 - \rho} \right),Option Pricing,Automatically extracted equation
"Equation: mu(t,T)","mu(t,T) = \sigma(t,T) \int_t^T \sigma(t,s) ds",Option Pricing,Automatically extracted equation
